"NOTE_ID","MAX_VISIBILITY","IS_AAA_FEEDBACK","AAA_STATUS","NOTE_TYPE","TEST_PERIOD","BATTERY_GROUP","BATTERY_ID"
6086,2,0,"","MEMO",7,2150,5456
6087,2,0,"","MEMO",7,2150,5458
6088,2,0,"","MEMO",7,2150,5465
6089,2,0,"","MEMO",7,2150,5466
6090,2,0,"","MEMO",7,2150,5467
6091,2,0,"","MEMO",7,2150,5459
6092,2,0,"","MEMO",7,2150,5464
6093,2,0,"","MEMO",7,2150,5462
6094,2,0,"","MEMO",7,2150,5540
6095,2,0,"","MEMO",1,2200,5506
6096,2,0,"","MEMO",1,2200,5503
6097,2,0,"","MEMO",1,2200,5518
6098,2,0,"","MEMO",1,2200,5514
6099,2,0,"","MEMO",1,2200,5510
6100,2,0,"","MEMO",1,2200,5504
6101,2,0,"","MEMO",1,2200,5511
6102,2,0,"","MEMO",1,2200,5513
6103,2,0,"","MEMO",1,2200,5507
6104,2,0,"","MEMO",1,2200,5515
6105,2,0,"","MEMO",1,2200,5509
6106,2,0,"","MEMO",1,2200,5517
6107,2,0,"","MEMO",1,2200,5512
6108,2,0,"","MEMO",1,2200,5519
6109,2,0,"","MEMO",1,2200,5505
6110,2,0,"","MEMO",1,2200,5508
6111,2,0,"","MEMO",1,2200,5516
6112,2,0,"","MEMO",2,2200,5506
6113,2,0,"","MEMO",2,2200,5503
6114,2,0,"","MEMO",2,2200,5514
6115,2,0,"","MEMO",2,2200,5510
6116,2,0,"","MEMO",2,2200,5504
6117,2,0,"","MEMO",2,2200,5511
6118,2,0,"","MEMO",2,2200,5513
6119,2,0,"","MEMO",2,2200,5507
6120,2,0,"","MEMO",2,2200,5515
6121,2,0,"","MEMO",2,2200,5509
6122,2,0,"","MEMO",2,2200,5517
6123,2,0,"","MEMO",2,2200,5512
6124,2,0,"","MEMO",2,2200,5519
6125,2,0,"","MEMO",2,2200,5505
6126,2,0,"","MEMO",2,2200,5508
6127,2,0,"","MEMO",2,2200,5516
6235,2,0,"","MEMO",1,2201,5524
6236,2,0,"","MEMO",1,2201,5539
6237,2,0,"","MEMO",1,2201,5525
6238,2,0,"","MEMO",1,2201,5527
6239,2,0,"","MEMO",1,2201,5538
6240,2,0,"","MEMO",1,2201,5532
6241,2,0,"","MEMO",1,2201,5536
6242,2,0,"","MEMO",1,2201,5529
6243,2,0,"","MEMO",1,2201,5522
6244,2,0,"","MEMO",1,2201,5528
6245,2,0,"","MEMO",1,2201,5526
6246,2,0,"","MEMO",1,2201,5534
6247,2,0,"","MEMO",1,2201,5530
6248,2,0,"","MEMO",1,2201,5531
6249,2,0,"","MEMO",1,2201,5535
6250,2,0,"","MEMO",1,2201,5521
6251,2,0,"","MEMO",1,2201,5533
6252,2,0,"","MEMO",1,2201,5537
6271,2,0,"","MEMO",3,2201,5524
6272,2,0,"","MEMO",3,2201,5539
6273,2,0,"","MEMO",3,2201,5525
6274,2,0,"","MEMO",3,2201,5527
6275,2,0,"","MEMO",3,2201,5538
6276,2,0,"","MEMO",3,2201,5532
6277,2,0,"","MEMO",3,2201,5536
6278,2,0,"","MEMO",3,2201,5529
6279,2,0,"","MEMO",3,2201,5522
6280,2,0,"","MEMO",3,2201,5528
6281,2,0,"","MEMO",3,2201,5526
6282,2,0,"","MEMO",3,2201,5534
6283,2,0,"","MEMO",3,2201,5530
6284,2,0,"","MEMO",3,2201,5531
6285,2,0,"","MEMO",3,2201,5535
6286,2,0,"","MEMO",3,2201,5521
6287,2,0,"","MEMO",3,2201,5533
6288,2,0,"","MEMO",3,2201,5537
6146,2,0,"","MEMO",4,2200,5514
6147,2,0,"","MEMO",4,2200,5510
6148,2,0,"","MEMO",4,2200,5504
6149,2,0,"","MEMO",4,2200,5511
6150,2,0,"","MEMO",4,2200,5513
6151,2,0,"","MEMO",4,2200,5507
6152,2,0,"","MEMO",4,2200,5515
6153,2,0,"","MEMO",4,2200,5509
6154,2,0,"","MEMO",4,2200,5517
6155,2,0,"","MEMO",4,2200,5512
6156,2,0,"","MEMO",4,2200,5519
6157,2,0,"","MEMO",4,2200,5505
6158,2,0,"","MEMO",4,2200,5508
6159,2,0,"","MEMO",4,2200,5516
6175,2,0,"","MEMO",6,2200,5506
6176,2,0,"","MEMO",6,2200,5503
6177,2,0,"","MEMO",6,2200,5514
6178,2,0,"","MEMO",6,2200,5510
6179,2,0,"","MEMO",6,2200,5504
6180,2,0,"","MEMO",6,2200,5511
6181,2,0,"","MEMO",6,2200,5513
6182,2,0,"","MEMO",6,2200,5507
6183,2,0,"","MEMO",6,2200,5515
6184,2,0,"","MEMO",6,2200,5509
6185,2,0,"","MEMO",6,2200,5517
6186,2,0,"","MEMO",6,2200,5512
6187,2,0,"","MEMO",6,2200,5505
6188,2,0,"","MEMO",6,2200,5508
6189,2,0,"","MEMO",6,2200,5516
6190,2,0,"","MEMO",7,2200,5506
6191,2,0,"","MEMO",7,2200,5503
6192,2,0,"","MEMO",7,2200,5514
6193,2,0,"","MEMO",7,2200,5510
6194,2,0,"","MEMO",7,2200,5504
6195,2,0,"","MEMO",7,2200,5511
6196,2,0,"","MEMO",7,2200,5513
6197,2,0,"","MEMO",7,2200,5507
6198,2,0,"","MEMO",7,2200,5515
6199,2,0,"","MEMO",7,2200,5509
6200,2,0,"","MEMO",7,2200,5517
6201,2,0,"","MEMO",7,2200,5512
6202,2,0,"","MEMO",7,2200,5505
6203,2,0,"","MEMO",7,2200,5508
6204,2,0,"","MEMO",7,2200,5516
6205,2,0,"","MEMO",8,2200,5506
6206,2,0,"","MEMO",8,2200,5503
6207,2,0,"","MEMO",8,2200,5514
6208,2,0,"","MEMO",8,2200,5510
6209,2,0,"","MEMO",8,2200,5504
6210,2,0,"","MEMO",8,2200,5511
6211,2,0,"","MEMO",8,2200,5513
6212,2,0,"","MEMO",8,2200,5507
6213,2,0,"","MEMO",8,2200,5515
6214,2,0,"","MEMO",8,2200,5509
6215,2,0,"","MEMO",8,2200,5517
6216,2,0,"","MEMO",8,2200,5512
6217,2,0,"","MEMO",8,2200,5505
6218,2,0,"","MEMO",8,2200,5508
6219,2,0,"","MEMO",8,2200,5516
6220,2,0,"","MEMO",9,2200,5506
6221,2,0,"","MEMO",9,2200,5503
6222,2,0,"","MEMO",9,2200,5514
6223,2,0,"","MEMO",9,2200,5510
6224,2,0,"","MEMO",9,2200,5504
6225,2,0,"","MEMO",9,2200,5511
6226,2,0,"","MEMO",9,2200,5513
6227,2,0,"","MEMO",9,2200,5507
6228,2,0,"","MEMO",9,2200,5515
6229,2,0,"","MEMO",9,2200,5509
6144,2,0,"","MEMO",4,2200,5506
6145,2,0,"","MEMO",4,2200,5503
6230,2,0,"","MEMO",9,2200,5517
6231,2,0,"","MEMO",9,2200,5512
6232,2,0,"","MEMO",9,2200,5505
6233,2,0,"","MEMO",9,2200,5508
6234,2,0,"","MEMO",9,2200,5516
6253,2,0,"","MEMO",2,2201,5524
6254,2,0,"","MEMO",2,2201,5539
6255,2,0,"","MEMO",2,2201,5525
6256,2,0,"","MEMO",2,2201,5527
6257,2,0,"","MEMO",2,2201,5538
6258,2,0,"","MEMO",2,2201,5532
6259,2,0,"","MEMO",2,2201,5536
6260,2,0,"","MEMO",2,2201,5529
6261,2,0,"","MEMO",2,2201,5522
6262,2,0,"","MEMO",2,2201,5528
6263,2,0,"","MEMO",2,2201,5526
6264,2,0,"","MEMO",2,2201,5534
6265,2,0,"","MEMO",2,2201,5530
6266,2,0,"","MEMO",2,2201,5531
6267,2,0,"","MEMO",2,2201,5535
6268,2,0,"","MEMO",2,2201,5521
6269,2,0,"","MEMO",2,2201,5533
6270,2,0,"","MEMO",2,2201,5537
6321,2,0,"","MEMO",6,2201,5524
6322,2,0,"","MEMO",6,2201,5539
6323,2,0,"","MEMO",6,2201,5525
6324,2,0,"","MEMO",6,2201,5527
6325,2,0,"","MEMO",6,2201,5538
6326,2,0,"","MEMO",6,2201,5532
6327,2,0,"","MEMO",6,2201,5536
6328,2,0,"","MEMO",6,2201,5529
6329,2,0,"","MEMO",6,2201,5528
6330,2,0,"","MEMO",6,2201,5526
6331,2,0,"","MEMO",6,2201,5534
6332,2,0,"","MEMO",6,2201,5530
6333,2,0,"","MEMO",6,2201,5531
6334,2,0,"","MEMO",6,2201,5535
6335,2,0,"","MEMO",6,2201,5533
6336,2,0,"","MEMO",6,2201,5537
5079,2,0,"","MEMO",4,2050,5357
5080,2,0,"","MEMO",4,2050,5353
5081,2,0,"","MEMO",4,2050,5350
5082,2,0,"","MEMO",4,2050,5355
5083,2,0,"","MEMO",4,2050,5351
5092,2,0,"","MEMO",6,2050,5352
5093,2,0,"","MEMO",6,2050,5354
5094,2,0,"","MEMO",6,2050,5350
5077,2,0,"","MEMO",4,2050,5354
5078,2,0,"","MEMO",4,2050,5352
5095,2,0,"","MEMO",6,2050,5351
5096,2,0,"","MEMO",6,2050,5355
5179,2,0,"","MEMO",7,2100,5363
5180,2,0,"","MEMO",7,2100,5401
5181,2,0,"","MEMO",7,2100,5361
5198,2,0,"","MEMO",1,2150,5502
5199,2,0,"","MEMO",1,2150,5460
5200,2,0,"","MEMO",1,2150,5473
5216,2,0,"","MEMO",2,2150,5460
5217,2,0,"","MEMO",2,2150,5473
6160,2,0,"","MEMO",5,2200,5506
6161,2,0,"","MEMO",5,2200,5503
6162,2,0,"","MEMO",5,2200,5514
6163,2,0,"","MEMO",5,2200,5510
6164,2,0,"","MEMO",5,2200,5504
6165,2,0,"","MEMO",5,2200,5511
6166,2,0,"","MEMO",5,2200,5513
6167,2,0,"","MEMO",5,2200,5507
6168,2,0,"","MEMO",5,2200,5515
6169,2,0,"","MEMO",5,2200,5509
6170,2,0,"","MEMO",5,2200,5517
6171,2,0,"","MEMO",5,2200,5512
6172,2,0,"","MEMO",5,2200,5505
6173,2,0,"","MEMO",5,2200,5508
6174,2,0,"","MEMO",5,2200,5516
6289,2,0,"","MEMO",4,2201,5524
6290,2,0,"","MEMO",4,2201,5539
6291,2,0,"","MEMO",4,2201,5525
6292,2,0,"","MEMO",4,2201,5527
6293,2,0,"","MEMO",4,2201,5538
6294,2,0,"","MEMO",4,2201,5532
6295,2,0,"","MEMO",4,2201,5536
6296,2,0,"","MEMO",4,2201,5529
6297,2,0,"","MEMO",4,2201,5528
6298,2,0,"","MEMO",4,2201,5526
6299,2,0,"","MEMO",4,2201,5534
6300,2,0,"","MEMO",4,2201,5530
6301,2,0,"","MEMO",4,2201,5531
6302,2,0,"","MEMO",4,2201,5533
6303,2,0,"","MEMO",4,2201,5537
6304,2,0,"","MEMO",4,2201,5535
6305,2,0,"","MEMO",5,2201,5524
6306,2,0,"","MEMO",5,2201,5539
6307,2,0,"","MEMO",5,2201,5525
6308,2,0,"","MEMO",5,2201,5527
6309,2,0,"","MEMO",5,2201,5538
6310,2,0,"","MEMO",5,2201,5532
6311,2,0,"","MEMO",5,2201,5536
6312,2,0,"","MEMO",5,2201,5529
6313,2,0,"","MEMO",5,2201,5528
6314,2,0,"","MEMO",5,2201,5526
6315,2,0,"","MEMO",5,2201,5534
6316,2,0,"","MEMO",5,2201,5530
6317,2,0,"","MEMO",5,2201,5531
6318,2,0,"","MEMO",5,2201,5535
6319,2,0,"","MEMO",5,2201,5533
6320,2,0,"","MEMO",5,2201,5537
6337,2,0,"","MEMO",7,2201,5524
6338,2,0,"","MEMO",7,2201,5539
6339,2,0,"","MEMO",7,2201,5525
6340,2,0,"","MEMO",7,2201,5527
6341,2,0,"","MEMO",7,2201,5538
6342,2,0,"","MEMO",7,2201,5532
6343,2,0,"","MEMO",7,2201,5536
6344,2,0,"","MEMO",7,2201,5529
6345,2,0,"","MEMO",7,2201,5528
6346,2,0,"","MEMO",7,2201,5526
5061,2,0,"","MEMO",2,2050,5356
5062,2,0,"","MEMO",2,2050,5352
5063,2,0,"","MEMO",2,2050,5357
5064,2,0,"","MEMO",2,2050,5354
5065,2,0,"","MEMO",2,2050,5350
5066,2,0,"","MEMO",2,2050,5359
5067,2,0,"","MEMO",2,2050,5351
5068,2,0,"","MEMO",2,2050,5355
5084,2,0,"","MEMO",5,2050,5357
5085,2,0,"","MEMO",5,2050,5354
5086,2,0,"","MEMO",5,2050,5350
5087,2,0,"","MEMO",5,2050,5355
5088,2,0,"","MEMO",5,2050,5352
5089,2,0,"","MEMO",5,2050,5351
5090,2,0,"","MEMO",5,2050,5353
5091,2,0,"","MEMO",6,2050,5353
5097,2,0,"","MEMO",7,2050,5354
5098,2,0,"","MEMO",7,2050,5350
5099,2,0,"","MEMO",7,2050,5355
5100,2,0,"","MEMO",7,2050,5352
5101,2,0,"","MEMO",7,2050,5351
5102,2,0,"","MEMO",7,2050,5353
5103,2,0,"","MEMO",8,2050,5353
5060,2,0,"","MEMO",2,2050,5353
5104,2,0,"","MEMO",8,2050,5351
5105,2,0,"","MEMO",8,2050,5352
5106,2,0,"","MEMO",8,2050,5354
5107,2,0,"","MEMO",8,2050,5350
5108,2,0,"","MEMO",8,2050,5355
5167,2,0,"","MEMO",6,2100,5400
5168,2,0,"","MEMO",6,2100,5454
5169,2,0,"","MEMO",6,2100,5360
5170,2,0,"","MEMO",6,2100,5362
5171,2,0,"","MEMO",6,2100,5363
5172,2,0,"","MEMO",6,2100,5401
5173,2,0,"","MEMO",6,2100,5361
5174,2,0,"","MEMO",6,2100,5453
5175,2,0,"","MEMO",6,2100,5402
5176,2,0,"","MEMO",7,2100,5400
5177,2,0,"","MEMO",7,2100,5454
5178,2,0,"","MEMO",7,2100,5360
5182,2,0,"","MEMO",1,2150,5459
5183,2,0,"","MEMO",1,2150,5467
5184,2,0,"","MEMO",1,2150,5457
5185,2,0,"","MEMO",1,2150,5462
5186,2,0,"","MEMO",1,2150,5470
5187,2,0,"","MEMO",1,2150,5463
5188,2,0,"","MEMO",1,2150,5466
5189,2,0,"","MEMO",1,2150,5461
5190,2,0,"","MEMO",1,2150,5468
5191,2,0,"","MEMO",1,2150,5500
5192,2,0,"","MEMO",1,2150,5456
5193,2,0,"","MEMO",1,2150,5464
5194,2,0,"","MEMO",1,2150,5471
5195,2,0,"","MEMO",1,2150,5458
5196,2,0,"","MEMO",1,2150,5465
5197,2,0,"","MEMO",1,2150,5472
5201,2,0,"","MEMO",1,2150,5469
5215,2,0,"","MEMO",2,2150,5465
5226,2,0,"","MEMO",1,2150,5540
5228,2,0,"","MEMO",3,2150,5466
5229,2,0,"","MEMO",3,2150,5470
5230,2,0,"","MEMO",3,2150,5469
5231,2,0,"","MEMO",3,2150,5467
5232,2,0,"","MEMO",3,2150,5468
5233,2,0,"","MEMO",3,2150,5459
5234,2,0,"","MEMO",3,2150,5464
5235,2,0,"","MEMO",3,2150,5462
5236,2,0,"","MEMO",3,2150,5540
5237,2,0,"","MEMO",4,2150,5463
5238,2,0,"","MEMO",4,2150,5473
5239,2,0,"","MEMO",4,2150,5461
5240,2,0,"","MEMO",4,2150,5457
5241,2,0,"","MEMO",4,2150,5460
5242,2,0,"","MEMO",4,2150,5456
5243,2,0,"","MEMO",4,2150,5458
5244,2,0,"","MEMO",4,2150,5465
5245,2,0,"","MEMO",4,2150,5466
5246,2,0,"","MEMO",4,2150,5470
5247,2,0,"","MEMO",4,2150,5469
5248,2,0,"","MEMO",4,2150,5467
5249,2,0,"","MEMO",4,2150,5459
6050,2,0,"","MEMO",4,2150,5464
6051,2,0,"","MEMO",4,2150,5462
6052,2,0,"","MEMO",4,2150,5540
6055,2,0,"","MEMO",5,2150,5461
6056,2,0,"","MEMO",5,2150,5457
6057,2,0,"","MEMO",5,2150,5460
6058,2,0,"","MEMO",5,2150,5456
6059,2,0,"","MEMO",5,2150,5458
6060,2,0,"","MEMO",5,2150,5465
6061,2,0,"","MEMO",5,2150,5466
6062,2,0,"","MEMO",5,2150,5467
6063,2,0,"","MEMO",5,2150,5468
6064,2,0,"","MEMO",5,2150,5459
6065,2,0,"","MEMO",5,2150,5464
6066,2,0,"","MEMO",5,2150,5462
6067,2,0,"","MEMO",5,2150,5540
6128,2,0,"","MEMO",3,2200,5506
6129,2,0,"","MEMO",3,2200,5503
6130,2,0,"","MEMO",3,2200,5514
6131,2,0,"","MEMO",3,2200,5510
6132,2,0,"","MEMO",3,2200,5504
6133,2,0,"","MEMO",3,2200,5511
6347,2,0,"","MEMO",7,2201,5534
6348,2,0,"","MEMO",7,2201,5530
6349,2,0,"","MEMO",7,2201,5531
6350,2,0,"","MEMO",7,2201,5535
6351,2,0,"","MEMO",7,2201,5533
6352,2,0,"","MEMO",7,2201,5537
6353,1,1,"50","PAMPHLET",1,2201,5532
6354,1,1,"50","PAMPHLET",1,2201,5530
6355,1,1,"50","PAMPHLET",1,2201,5524
6356,1,1,"75","PAMPHLET",1,2201,5538
6357,1,1,"50","PAMPHLET",1,2201,5526
6358,1,1,"75","PAMPHLET",1,2201,5539
6359,1,1,"25","PAMPHLET",1,2201,5537
6391,1,1,"75","BANNER",3,2201,
6392,1,1,"75","PAMPHLET",3,2201,5532
6393,1,1,"75","PAMPHLET",3,2201,5530
6394,1,1,"75","PAMPHLET",3,2201,5524
6395,1,1,"75","PAMPHLET",3,2201,5538
6396,1,1,"75","PAMPHLET",3,2201,5526
6397,1,1,"75","PAMPHLET",3,2201,5522
6398,1,1,"75","PAMPHLET",3,2201,5539
6399,1,1,"75","PAMPHLET",3,2201,5537
6422,1,1,"75","PAMPHLET",5,2201,5530
6421,1,1,"75","PAMPHLET",5,2201,5532
6423,1,1,"75","PAMPHLET",5,2201,5524
6424,1,1,"75","PAMPHLET",5,2201,5538
6425,1,1,"75","PAMPHLET",5,2201,5526
6426,1,1,"75","PAMPHLET",5,2201,5539
6427,1,1,"75","PAMPHLET",5,2201,5537
6428,1,1,"75","PAMPHLET",5,2201,5535
6429,1,1,"100","PAMPHLET",5,2201,5534
6430,1,1,"100","PAMPHLET",5,2201,5531
6431,1,1,"75","PAMPHLET",5,2201,5536
6432,1,1,"100","PAMPHLET",5,2201,5529
6434,1,1,"75","PAMPHLET",5,2201,5525
6435,1,1,"75","PAMPHLET",5,2201,5527
6436,1,1,"75","PAMPHLET",5,2201,5528
6437,1,1,"75","PAMPHLET",5,2201,5533
6438,1,1,"75","BANNER",5,2201,
6439,1,1,"75","PAMPHLET",4,2201,5524
6440,1,1,"75","PAMPHLET",4,2201,5538
6441,1,1,"75","PAMPHLET",4,2201,5526
6442,1,1,"75","PAMPHLET",4,2201,5539
6443,1,1,"75","PAMPHLET",4,2201,5537
6444,1,1,"75","PAMPHLET",4,2201,5535
6445,1,1,"75","PAMPHLET",4,2201,5531
6446,1,1,"75","PAMPHLET",4,2201,5536
6447,1,1,"75","PAMPHLET",4,2201,5527
6490,2,0,"","",0,,
6372,1,1,"75","PAMPHLET",1,2201,5521
6373,1,1,"25","PAMPHLET",2,2201,5521
6374,1,1,"25","PAMPHLET",2,2201,5535
6375,1,1,"25","PAMPHLET",2,2201,5522
6376,1,1,"75","PAMPHLET",2,2201,5539
6377,1,1,"50","PAMPHLET",2,2201,5536
6378,1,1,"50","PAMPHLET",2,2201,5529
6379,1,1,"25","PAMPHLET",2,2201,5525
6380,1,1,"50","PAMPHLET",2,2201,5530
6381,1,1,"50","PAMPHLET",2,2201,5524
6382,1,1,"50","PAMPHLET",2,2201,5537
6383,1,1,"75","PAMPHLET",2,2201,5538
6384,1,1,"75","PAMPHLET",2,2201,5527
6385,1,1,"75","PAMPHLET",2,2201,5532
6386,1,1,"75","PAMPHLET",2,2201,5526
6387,1,1,"75","PAMPHLET",2,2201,5531
6388,1,1,"75","PAMPHLET",2,2201,5528
6389,1,1,"75","PAMPHLET",2,2201,5533
6390,1,1,"50","BANNER",2,2201,
6401,1,1,"75","PAMPHLET",3,2201,5535
6402,1,1,"100","PAMPHLET",3,2201,5534
6403,1,1,"75","PAMPHLET",3,2201,5531
6404,1,1,"75","PAMPHLET",3,2201,5536
6405,1,1,"75","PAMPHLET",3,2201,5529
6406,1,1,"75","PAMPHLET",3,2201,5525
6407,1,1,"75","PAMPHLET",3,2201,5527
6408,1,1,"75","PAMPHLET",3,2201,5528
6409,1,1,"75","PAMPHLET",3,2201,5533
6410,1,1,"100","PAMPHLET",4,2201,5534
6411,1,1,"100","PAMPHLET",4,2201,5529
6413,1,1,"50","PAMPHLET",4,2201,5530
6414,1,1,"50","PAMPHLET",4,2201,5528
6415,1,1,"75","PAMPHLET",4,2201,5533
6417,1,1,"50","PAMPHLET",4,2201,5532
6418,1,1,"50","PAMPHLET",4,2201,5525
6420,1,1,"75","BANNER",4,2201,
6448,1,1,"100","PAMPHLET",6,2201,5529
6449,1,1,"100","PAMPHLET",6,2201,5531
6450,1,1,"100","PAMPHLET",6,2201,5525
6451,1,1,"50","PAMPHLET",6,2201,5527
6452,1,1,"75","PAMPHLET",6,2201,5528
6453,1,1,"50","PAMPHLET",6,2201,5524
6454,1,1,"75","PAMPHLET",6,2201,5538
6456,1,1,"50","PAMPHLET",6,2201,5535
6457,1,1,"","BANNER",6,2201,
6459,1,1,"25","PAMPHLET",7,2201,5534
6460,1,1,"25","PAMPHLET",7,2201,5536
6461,1,1,"75","PAMPHLET",7,2201,5529
6462,1,1,"25","PAMPHLET",7,2201,5530
6463,1,1,"25","PAMPHLET",7,2201,5524
6464,1,1,"25","PAMPHLET",7,2201,5527
6465,1,1,"75","PAMPHLET",7,2201,5528
